race_id,timestamp,throttle,brake,nitro
67,1778237007.519,0,0,0
67,1778237007.733,0,0,0
67,1778237007.933,0,0,0
67,1778237008.147,0,0,0
67,1778237008.348,0,0,0
67,1778237008.548,1,0,0
67,1778237008.75,1,0,0
67,1778237008.967,1,0,0
67,1778237009.169,1,0,0
67,1778237009.37,1,0,0
67,1778237009.57,1,0,0
67,1778237009.772,1,0,1
67,1778237009.974,1,0,1
67,1778237010.189,1,0,1
67,1778237010.405,1,0,0
67,1778237010.623,1,0,0
67,1778237010.823,1,0,0
67,1778237011.04,1,0,0
67,1778237011.255,1,0,0
67,1778237011.456,1,0,0
67,1778237011.658,1,0,0
67,1778237011.874,1,0,0
67,1778237012.074,1,0,1
67,1778237012.275,1,0,1
67,1778237012.476,1,0,1
67,1778237012.678,1,0,1
67,1778237012.895,1,0,1
67,1778237013.096,1,0,1
67,1778237013.297,1,0,0
67,1778237013.499,0,0,0
67,1778237013.714,0,0,0
67,1778237013.929,1,0,0
67,1778237014.13,1,0,0
67,1778237014.334,1,0,0
67,1778237014.55,1,0,0
67,1778237014.766,1,0,0
67,1778237014.983,1,0,0
67,1778237015.183,0,0,0
67,1778237015.384,0,0,0
67,1778237015.6,1,0,0
67,1778237015.803,1,0,0
67,1778237016.017,1,0,0
67,1778237016.233,1,0,0
67,1778237016.449,1,0,0
67,1778237016.663,1,0,0
67,1778237016.864,1,0,0
67,1778237017.065,1,0,0
67,1778237017.268,1,0,0
67,1778237017.484,1,0,0
67,1778237017.685,1,0,0
67,1778237017.885,1,0,0
67,1778237018.101,1,0,0
67,1778237018.302,1,0,0
67,1778237018.518,1,0,0
67,1778237018.734,1,0,0
67,1778237018.936,1,0,0
67,1778237019.136,1,0,0
67,1778237019.35,1,0,0
67,1778237019.551,1,0,0
67,1778237019.767,0,0,0
67,1778237019.97,0,0,0
67,1778237020.173,1,0,0
67,1778237020.376,1,0,0
67,1778237020.576,1,0,0
67,1778237020.778,1,0,0
67,1778237020.979,1,0,0
67,1778237021.182,1,0,0
67,1778237021.383,0,0,0
67,1778237021.584,0,0,0
67,1778237021.784,1,0,0
67,1778237021.984,1,0,0
67,1778237022.2,1,0,0
67,1778237022.401,1,0,0
67,1778237022.616,1,0,0
67,1778237022.833,1,0,0
67,1778237023.049,1,0,0
67,1778237023.267,1,0,0
67,1778237023.482,1,0,0
67,1778237023.685,1,0,0
67,1778237023.886,1,0,0
67,1778237024.102,1,0,0
67,1778237024.318,1,0,0
67,1778237024.518,1,0,0
67,1778237024.718,1,0,0
67,1778237024.92,1,0,0
67,1778237025.135,1,0,0
67,1778237025.336,1,0,0
67,1778237025.538,1,0,0
67,1778237025.754,1,0,0
67,1778237025.956,1,0,0
67,1778237026.157,1,0,0
67,1778237026.359,0,0,0
67,1778237026.576,0,0,0
67,1778237026.791,0,0,0
67,1778237026.991,0,0,0
67,1778237027.207,1,0,0
67,1778237027.424,1,0,0
67,1778237027.639,1,0,0
67,1778237027.853,1,0,0
67,1778237028.054,1,0,0
67,1778237028.271,1,0,0
67,1778237028.487,1,0,1
67,1778237028.688,1,0,1
67,1778237028.889,1,0,1
67,1778237029.09,1,0,1
67,1778237029.29,1,0,1
67,1778237029.505,1,0,1
67,1778237029.719,1,0,1
67,1778237029.921,1,0,1
67,1778237030.136,1,0,0
67,1778237030.338,1,0,0
67,1778237030.542,1,0,0
67,1778237030.742,1,0,0
67,1778237030.944,1,0,0
67,1778237031.144,1,0,0
67,1778237031.345,1,0,0
67,1778237031.549,1,0,0
67,1778237031.75,1,0,0
67,1778237031.953,1,0,0
67,1778237032.167,1,0,0
67,1778237032.369,1,0,0
67,1778237032.572,1,0,0
67,1778237032.786,1,0,1
67,1778237033.001,1,0,1
67,1778237033.216,1,0,1
67,1778237033.43,1,0,1
67,1778237033.645,1,0,1
67,1778237033.859,1,0,1
67,1778237034.061,1,0,1
67,1778237034.275,1,0,0
67,1778237034.49,1,0,0
67,1778237034.693,1,0,0
67,1778237034.896,1,0,0
67,1778237035.111,1,0,0
67,1778237035.312,1,0,0
67,1778237035.527,1,0,0
67,1778237035.741,0,0,0
67,1778237035.941,0,0,0
67,1778237036.141,1,0,0
67,1778237036.343,1,0,0
67,1778237036.558,1,0,0
67,1778237036.776,1,0,0
67,1778237036.992,1,0,0
67,1778237037.194,1,0,0
67,1778237037.41,1,0,0
67,1778237037.624,1,0,0
67,1778237037.826,0,0,0
67,1778237038.039,0,0,0
67,1778237038.239,1,0,0
67,1778237038.441,1,0,0
67,1778237038.656,1,0,0
67,1778237038.858,1,0,0
67,1778237039.072,1,0,0
67,1778237039.275,1,0,0
67,1778237039.491,1,0,0
67,1778237039.706,1,0,0
67,1778237039.92,0,0,0
67,1778237040.136,0,0,0
67,1778237040.351,0,0,0
67,1778237040.567,1,0,0
67,1778237040.783,1,0,0
67,1778237040.998,1,0,0
67,1778237041.2,0,0,0
67,1778237041.416,0,0,0
67,1778237041.617,0,0,0
67,1778237041.833,1,0,0
67,1778237042.05,1,0,0
67,1778237042.251,0,0,0
67,1778237042.453,0,0,0
67,1778237042.655,1,0,0
67,1778237042.871,1,0,0
67,1778237043.087,1,0,0
67,1778237043.289,1,0,0
67,1778237043.489,1,0,0
67,1778237043.704,1,0,0
67,1778237043.92,1,0,0
67,1778237044.122,1,0,0
67,1778237044.325,1,0,0
67,1778237044.541,1,0,0
67,1778237044.744,1,0,0
67,1778237044.96,1,0,0
67,1778237045.176,1,0,0
67,1778237045.377,1,0,0
67,1778237045.592,1,0,0
67,1778237045.806,1,0,0
67,1778237046.007,1,0,1
67,1778237046.222,1,0,1
67,1778237046.438,1,0,1
67,1778237046.655,1,0,1
67,1778237046.857,1,0,1
67,1778237047.059,0,0,0
67,1778237047.259,0,0,0
67,1778237047.475,0,0,0
67,1778237047.691,1,0,0
67,1778237047.907,1,0,0
67,1778237048.109,1,0,0
67,1778237048.312,1,0,0
67,1778237048.528,1,0,0
67,1778237048.732,1,0,0
67,1778237048.935,1,0,0
67,1778237049.152,1,0,0
67,1778237049.353,1,0,1
67,1778237049.554,1,0,1
67,1778237049.769,1,0,1
67,1778237049.984,1,0,1
67,1778237050.2,1,0,1
67,1778237050.415,1,0,1
67,1778237050.629,1,0,0
67,1778237050.843,1,0,0
67,1778237051.061,1,0,0
67,1778237051.276,1,0,0
67,1778237051.478,1,0,0
67,1778237051.693,1,0,1
67,1778237051.893,1,0,1
67,1778237052.094,1,0,1
67,1778237052.297,1,0,1
67,1778237052.513,1,0,1
67,1778237052.728,1,0,1
67,1778237052.929,1,0,1
67,1778237053.13,1,0,1
67,1778237053.345,1,0,1
67,1778237053.561,1,0,1
67,1778237053.776,1,0,0
67,1778237053.976,1,0,0
67,1778237054.191,1,0,0
67,1778237054.406,1,0,0
67,1778237054.62,1,0,0
67,1778237054.835,1,0,0
67,1778237055.035,1,0,0
67,1778237055.249,1,0,0
67,1778237055.464,1,0,0
67,1778237055.68,1,0,0
67,1778237055.896,1,0,0
67,1778237056.112,1,0,0
67,1778237056.312,1,0,0
67,1778237056.529,1,0,0
67,1778237056.745,0,0,0
67,1778237056.947,0,0,0
67,1778237057.163,1,0,0
67,1778237057.378,1,0,0
67,1778237057.593,1,0,0
67,1778237057.793,1,0,0
67,1778237057.996,1,0,0
67,1778237058.211,1,0,0
67,1778237058.427,0,0,0
67,1778237058.641,0,0,0
67,1778237058.842,0,0,0
67,1778237059.057,1,0,0
67,1778237059.271,1,0,0
67,1778237059.486,1,0,0
67,1778237059.703,1,0,0
67,1778237059.903,1,0,0
67,1778237060.104,1,0,0
67,1778237060.317,1,0,0
67,1778237060.52,1,0,0
67,1778237060.735,1,0,0
67,1778237060.936,1,0,0
67,1778237061.137,0,0,0
67,1778237061.351,0,0,0
67,1778237061.554,1,0,0
67,1778237061.77,1,0,0
67,1778237061.972,1,0,0
67,1778237062.188,1,0,0
67,1778237062.388,1,0,0
67,1778237062.603,0,0,0
67,1778237062.817,0,0,0
67,1778237063.033,1,0,0
67,1778237063.234,1,0,0
67,1778237063.435,1,0,0
67,1778237063.636,1,0,0
67,1778237063.836,1,0,0
67,1778237064.037,1,0,0
67,1778237064.254,1,0,0
67,1778237064.47,1,0,0
67,1778237064.67,1,0,0
67,1778237064.871,1,0,0
67,1778237065.072,1,0,0
67,1778237065.288,1,0,0
67,1778237065.503,1,0,0
67,1778237065.704,1,0,0
67,1778237065.906,1,0,0
67,1778237066.121,1,0,1
67,1778237066.322,1,0,1
67,1778237066.537,1,0,1
67,1778237066.753,1,0,1
67,1778237066.969,1,0,1
67,1778237067.184,1,0,1
67,1778237067.385,1,0,1
67,1778237067.602,1,0,1
67,1778237067.818,1,0,1
67,1778237068.036,1,0,1
67,1778237068.237,1,0,1
67,1778237068.439,1,0,1
67,1778237068.654,1,0,1
67,1778237068.87,1,0,1
67,1778237069.085,0,0,0
67,1778237069.299,0,0,0
67,1778237069.514,0,0,0
67,1778237069.715,0,0,0
67,1778237069.915,1,0,0
67,1778237070.117,1,0,0
67,1778237070.318,1,0,0
67,1778237070.519,1,0,0
67,1778237070.72,1,0,0
67,1778237070.936,0,0,0
67,1778237071.138,0,0,0
67,1778237071.354,0,0,0
67,1778237071.57,0,0,1
67,1778237071.772,0,0,1
67,1778237071.973,0,0,0
67,1778237072.174,0,0,0
67,1778237072.376,0,0,0
67,1778237072.591,0,0,0
67,1778237072.808,1,0,0
67,1778237073.024,1,0,0
67,1778237073.239,1,0,0
67,1778237073.439,1,0,0
67,1778237073.652,1,0,1
67,1778237073.853,1,0,1
67,1778237074.068,1,0,1
67,1778237074.284,1,0,1
67,1778237074.5,1,0,1
68,1778237287.237,0,0,1
68,1778237287.451,0,0,0
68,1778237287.666,0,0,0
68,1778237287.866,0,0,0
68,1778237288.073,0,0,0
68,1778237288.288,0,0,0
68,1778237288.504,0,0,0
68,1778237288.719,0,0,0
68,1778237288.933,0,0,0
68,1778237289.149,1,0,0
68,1778237289.364,1,0,0
68,1778237289.58,1,0,0
68,1778237289.794,1,0,0
68,1778237290.01,1,0,0
68,1778237290.225,1,0,0
68,1778237290.44,1,0,0
68,1778237290.641,1,0,0
68,1778237290.858,1,0,0
68,1778237291.059,1,0,0
68,1778237291.261,1,0,0
68,1778237291.475,1,0,1
68,1778237291.69,1,0,1
68,1778237291.906,1,0,1
68,1778237292.12,1,0,1
68,1778237292.335,1,0,1
68,1778237292.535,1,0,0
68,1778237292.751,1,0,0
68,1778237292.965,1,0,0
68,1778237293.179,1,0,0
68,1778237293.394,1,0,0
68,1778237293.594,1,0,0
68,1778237293.808,0,0,0
68,1778237294.023,0,0,0
68,1778237294.239,0,0,0
68,1778237294.454,1,0,0
68,1778237294.669,1,0,0
68,1778237294.87,1,0,0
68,1778237295.084,1,0,0
68,1778237295.285,0,0,0
68,1778237295.5,0,0,0
68,1778237295.714,1,0,0
68,1778237295.93,1,0,0
68,1778237296.144,1,0,0
68,1778237296.36,1,0,0
68,1778237296.576,1,0,0
68,1778237296.777,1,0,0
68,1778237296.991,1,0,0
68,1778237297.207,1,0,0
68,1778237297.408,1,0,0
68,1778237297.624,1,0,0
68,1778237297.84,1,0,0
68,1778237298.054,1,0,1
68,1778237298.268,1,0,1
68,1778237298.485,1,0,1
68,1778237298.686,1,0,1
68,1778237298.902,1,0,1
68,1778237299.116,1,0,1
68,1778237299.331,1,0,1
68,1778237299.546,1,0,1
68,1778237299.761,1,0,0
68,1778237299.975,0,0,0
68,1778237300.19,0,0,0
68,1778237300.405,1,0,0
68,1778237300.62,1,0,0
68,1778237300.835,1,0,0
68,1778237301.05,1,0,0
68,1778237301.266,1,0,0
68,1778237301.48,1,0,0
68,1778237301.695,0,0,0
68,1778237301.909,0,0,0
68,1778237302.124,1,0,0
68,1778237302.339,1,0,0
68,1778237302.554,1,0,0
68,1778237302.77,1,0,0
68,1778237302.986,1,0,0
68,1778237303.2,1,0,0
68,1778237303.416,1,0,0
68,1778237303.628,1,0,0
68,1778237303.844,1,0,0
68,1778237304.045,1,0,0
68,1778237304.259,1,0,0
68,1778237304.472,1,0,0
68,1778237304.687,1,0,0
68,1778237304.901,1,0,0
68,1778237305.102,1,0,0
68,1778237305.316,1,0,0
68,1778237305.53,1,0,0
68,1778237305.745,1,0,0
68,1778237305.959,1,0,0
68,1778237306.173,1,0,0
68,1778237306.387,1,0,0
68,1778237306.601,1,0,0
68,1778237306.815,1,0,0
68,1778237307.028,0,0,0
68,1778237307.244,0,0,0
68,1778237307.456,1,0,0
68,1778237307.671,1,0,0
68,1778237307.884,1,0,0
68,1778237308.099,1,0,0
68,1778237308.314,1,0,0
68,1778237308.527,1,0,0
68,1778237308.742,0,0,0
68,1778237308.957,0,0,0
68,1778237309.172,0,0,0
68,1778237309.373,1,0,0
68,1778237309.587,1,0,0
68,1778237309.802,1,0,0
68,1778237310.018,1,0,0
68,1778237310.233,1,0,1
68,1778237310.447,1,0,1
68,1778237310.661,1,0,1
68,1778237310.875,1,0,1
68,1778237311.09,1,0,1
68,1778237311.304,1,0,1
68,1778237311.52,1,0,1
68,1778237311.736,1,0,0
68,1778237311.951,1,0,0
68,1778237312.165,1,0,0
68,1778237312.38,1,0,0
68,1778237312.595,1,0,0
68,1778237312.809,0,0,0
68,1778237313.024,0,0,0
68,1778237313.238,0,0,1
68,1778237313.452,0,0,1
68,1778237313.668,0,0,1
68,1778237313.883,0,0,1
68,1778237314.096,1,0,1
68,1778237314.308,1,0,1
68,1778237314.523,1,0,1
68,1778237314.738,1,0,1
68,1778237314.951,1,0,0
68,1778237315.167,1,0,0
68,1778237315.381,1,0,0
68,1778237315.582,0,0,0
68,1778237315.798,0,0,0
68,1778237316.015,1,0,0
68,1778237316.215,1,0,0
68,1778237316.415,1,0,0
68,1778237316.631,1,0,0
68,1778237316.832,1,0,0
68,1778237317.046,1,0,0
68,1778237317.262,1,0,0
68,1778237317.477,1,0,0
68,1778237317.691,1,0,0
